,INS_NM,JAB_NM,JENIS_FORMASI_NM,JUM_PENDAFTAR,JUM_PERJAB,LINK_WEB_INS_DAFTAR,LOKASI_NM,PENDIDIKAN_NM,ROWNUM
7140,Kementerian Pendidikan dan Kebudayaan,PENYULUH BAHASA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Bahasa Sulawesi Tengah,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,7141
7141,Kementerian Pendidikan dan Kebudayaan,ANALIS KATA DAN ISTILAH,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Bangka Belitung,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,7142
7142,Kementerian Pendidikan dan Kebudayaan,ANALIS KEMITRAAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Maluku,S-1 HUBUNGAN INTERNASIONAL/S-1 HUBUNGAN MASYARAKAT/S-1 HUKUM/S-1 ILMU HUBUNGAN INTERNASIONAL/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI,7143
7143,Kementerian Ketenagakerjaan,ANALIS DIKLAT,UMUM,0,1,http://kemnaker.go.id/cpns,BLK Ambon,S-1 ADMINISTRASI/S-1 EKONOMI/S-1 MANAJEMEN/S-1 PSIKOLOGI,7144
7144,Kementerian Ketenagakerjaan,ANALIS DIKLAT,UMUM,0,2,http://kemnaker.go.id/cpns,BPP Kendari,S-1 ADMINISTRASI/S-1 EKONOMI/S-1 MANAJEMEN/S-1 PSIKOLOGI,7145
7145,Kementerian Ketenagakerjaan,ANALIS JABATAN,UMUM,0,1,http://kemnaker.go.id/cpns,Biro Organisasi dan Kepegawaian,S-1 EKONOMI/S-1 HUKUM/S-1 PSIKOLOGI/S-1 SOSIAL,7146
7146,Kementerian Ketenagakerjaan,ANALIS KELEMBAGAAN,UMUM,0,1,http://kemnaker.go.id/cpns,Sekretariat Badan Nasional Sertifikasi Profesi,S-1 INFORMASI TEKNOLOGI/S-1 KOMPUTER,7147
7147,Kementerian Ketenagakerjaan,ANALIS KERJASAMA,UMUM,0,1,http://kemnaker.go.id/cpns,Direktorat Bina Produktivitas,S-1 HUBUNGAN INTERNASIONAL/S-1 PENDIDIKAN BAHASA INGGRIS/S-1 PENDIDIKAN SASTRA INGGRIS,7148
7148,Kementerian Ketenagakerjaan,ANALIS LAPORAN HASIL PENGAWASAN,UMUM,0,1,http://kemnaker.go.id/cpns,Sekretariat Inspektorat Jenderal,S-1 EKONOMI/S-1 HUKUM/S-1 KOMPUTER/S-1 STATISTIK,7149
7149,Badan Pengawas Obat dan Makanan ,PRANATA KOMPUTER TERAMPIL,DISABILITAS FISIK,0,2,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 5 (Propinsi Jatim - Bali - NTB - NTT),D-III KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III SISTEM INFORMASI/D-III TEKNIK INFORMATIKA/D-III TEKNOLOGI INFORMASI,7150
7150,Badan Pengawas Obat dan Makanan ,PRANATA KOMPUTER TERAMPIL,DISABILITAS FISIK,0,1,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 8 (Propinsi Sulsel - Sulbar - Maluku - Papua - Papua Barat),D-III KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III SISTEM INFORMASI/D-III TEKNIK INFORMATIKA/D-III TEKNOLOGI INFORMASI,7151
7151,Badan Pengawas Obat dan Makanan ,PRANATA KOMPUTER TERAMPIL,DISABILITAS FISIK,0,1,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 7 (Propinsi Sulut - Gorontalo - Sultengah - Sultenggara - Maluku Utara),D-III KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III SISTEM INFORMASI/D-III TEKNIK INFORMATIKA/D-III TEKNOLOGI INFORMASI,7152
7152,Badan Pengawas Obat dan Makanan ,PRANATA KOMPUTER TERAMPIL,UMUM,0,6,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 1 (Badan POM),D-III KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III SISTEM INFORMASI/D-III TEKNIK INFORMATIKA/D-III TEKNOLOGI INFORMASI,7153
7153,Badan Pengawas Obat dan Makanan ,PRANATA KOMPUTER TERAMPIL,DISABILITAS FISIK,0,1,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 6 (Propinsi Kalbar - Kalteng - Kalsel - Kaltim),D-III KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III SISTEM INFORMASI AKUNTANSI/D-III TEKNIK INFORMATIKA/D-III TEKNOLOGI INFORMASI,7154
7154,Pemerintah Kota Pangkal Pinang,PENYULUH PERINDUSTRIAN DAN PERDAGANGAN AHLI PERTAMA,UMUM,0,1,http://bkpsdmd.pangkalpinangkota.go.id/wp-content/uploads/2018/09/Pengumuman-Penerimaan-CPNS-Kota-Pangkalpinang-2018.pdf,KOTA PANGKALPINANG,D-IV MANAJEMEN INDUSTRI/S-1 EKONOMI INDUSTRI/S-1 EKONOMI PERDAGANGAN LUAR NEGERI/S-1 TEKNIK INDUSTRI/S-1 TEKNIK MANAJEMEN INDUSTRI,7155
7155,Pemerintah Kota Pangkal Pinang,PRANATA KOMPUTER TERAMPIL,UMUM,0,1,http://bkpsdmd.pangkalpinangkota.go.id/wp-content/uploads/2018/09/Pengumuman-Penerimaan-CPNS-Kota-Pangkalpinang-2018.pdf,KOTA PANGKALPINANG,D-III MANAJEMEN INFORMATIKA,7156
7156,Pemerintah Kota Pangkal Pinang,ARSIPARIS TERAMPIL,UMUM,0,1,http://bkpsdmd.pangkalpinangkota.go.id/wp-content/uploads/2018/09/Pengumuman-Penerimaan-CPNS-Kota-Pangkalpinang-2018.pdf,KOTA PANGKALPINANG,D-III KEARSIPAN,7157
7157,Pemerintah Provinsi Bengkulu,GURU TEKNIK PERBAIKAN BODI OTOMOTIF,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"SMK N 2 KAUR
",S-1 PENDIDIKAN TEKNIK MESIN/S-1 PENDIDIKAN TEKNIK OTOMOTIF,7158
7158,Pemerintah Provinsi Bengkulu,FISIOTERAPIS AHLI PERTAMA,UMUM,0,2, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"RSUD DR. M. YUNUS BENGKULU
",D-IV FISIOTERAPI/S-1 FISIOTERAPI,7159
7159,Pemerintah Provinsi Bengkulu,GURU TEKNIK SEPEDA MOTOR PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"SMK N 7 REJANG LEBONG
",S-1 PENDIDIKAN TEKNIK MESIN,7160
7160,Kementerian Pendidikan dan Kebudayaan,ANALIS KATA DAN ISTILAH,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Banten,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,7161
7161,Kementerian Pendidikan dan Kebudayaan,PENGKAJI BAHASA DAN SASTRA,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Banten,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,7162
7162,Kementerian Ketenagakerjaan,ANALIS PENGAWASAN MASYARAKAT,UMUM,0,1,http://kemnaker.go.id/cpns,Sekretariat Inspektorat Jenderal,S-1 EKONOMI/S-1 KOMPUTER,7163
7163,Kementerian Ketenagakerjaan,PENGAWAS KETENAGAKERJAAN AHLI PERTAMA,LULUSAN TERBAIK,0,1,http://kemnaker.go.id/cpns,Direktorat Pengawasan Norma Jaminan Sosial Tenaga Kerja,S-1 ILMU ADMINISTRASI/S-1 MANAJEMEN/S-1 PSIKOLOGI MASYARAKAT/S-1 PSIKOLOGI UMUM/S-1 SOSIOLOGI,7164
7164,Badan Nasional Penanggulangan Bencana,"ANALIS MONITORING, EVALUASI DAN PELAPORAN",UMUM,0,1,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Direktorat Kesiapsiagaan,S-1 SISTEM INFORMATIKA/S-1 TEKNIK INFORMATIKA,7165
7165,Badan Nasional Penanggulangan Bencana,"ANALIS MONITORING, EVALUASI DAN PELAPORAN",UMUM,0,1,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Direktorat Perbaikan Darurat,S-1 AKUNTANSI/S-1 HUKUM/S-1 MANAJEMEN/S-1 SISTEM INFORMASI,7166
7166,Badan Nasional Penanggulangan Bencana,ANALIS KEPEGAWAIAN TERAMPIL,UMUM,0,1,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Biro Umum,D-III ADMINISTRASI/D-III MANAJEMEN,7167
7167,Badan Nasional Penanggulangan Bencana,PENGELOLA PENGADAAN BARANG DAN JASA AHLI PERTAMA,UMUM,0,1,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Direktorat Logistik,D-IV MANAJEMEN/D-IV MANAJEMEN KEUANGAN/D-IV MANAJEMEN LOGISTIK/D-IV MANAJEMEN PEMASARAN/D-IV MANAJEMEN SDM/S-1 MANAJEMEN/S-1 MANAJEMEN AKUNTANSI/S-1 MANAJEMEN KEUANGAN/S-1 MANAJEMEN LOGISTIK/S-1 MANAJEMEN PEMASARAN/S-1 MANAJEMEN SDM,7168
7168,Pemerintah Provinsi Bengkulu,NUTRISIONIS AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"RSUD DR. M. YUNUS BENGKULU
",D-IV GIZI/S-1 NUTRISIONIS/GIZI KLINIS,7169
7169,Pemerintah Provinsi Bengkulu,GURU TEKNOLOGI PENGOLAHAN HASIL PERTANIAN AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"SMK N 6 KAUR
",D-IV TEKNOLOGI PERTANIAN/S-1/A-IV TEKNOLOGI PERTANIAN,7170
7170,Pemerintah Provinsi Bengkulu,GURU TIK AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"SMK N 3 BENGKULU SELATAN
",S-1 PENDIDIKAN TEKNIK INFORMATIKA/S-1 PENDIDIKAN TEKNIK KOMPUTER,7171
7171,Pemerintah Provinsi Bengkulu,GURU TIK AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,SMK N 4 SELUMA,S-1 PENDIDIKAN TEKNIK INFORMATIKA/S-1 PENDIDIKAN TEKNIK KOMPUTER,7172
7172,Pemerintah Provinsi Bengkulu,DOKTER SPESIALIS KULIT DAN KELAMIN AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"RSUD DR. M. YUNUS BENGKULU
",DOKTER SPESIALIS ILMU PENYAKIT KULIT DAN KELAMIN,7173
7173,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA MUTU PENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Sulawesi Barat,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,7174
7174,Kementerian Pendidikan dan Kebudayaan,ANALIS KEMITRAAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Yogyakarta,S-1 HUBUNGAN INTERNASIONAL/S-1 HUBUNGAN MASYARAKAT/S-1 HUKUM/S-1 ILMU HUBUNGAN INTERNASIONAL/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI,7175
7175,Kementerian Pendidikan dan Kebudayaan,PENYUSUN PROGRAM PENGEMBANGAN PENDIDIKAN ANAK USIA DINI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Yogyakarta,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 PENDIDIKAN ANAK USIA DINI,7176
7176,Kementerian Ketenagakerjaan,PENYUSUN RENCANA INFORMASI PASAR DALAM NEGERI,UMUM,0,2,http://kemnaker.go.id/cpns,Direktorat Pengembangan Pasar Kerja,S-1 EKONOMI MANAJEMEN/S-1 EKONOMI PEMBANGUNAN,7177
7177,Kementerian Ketenagakerjaan,"TEKNISI LISTRIK,TELEPON,AC, DAN LIFT",UMUM,0,1,http://kemnaker.go.id/cpns,Biro Umum,D-III TEKNIK ELEKTRO/D-III TEKNIK ELEKTRONIKA/D-III TEKNIK LISTRIK/D-III TEKNIK MESIN/D-III TEKNIK OTOMOTIF DAN ALAT BERAT,7178
7178,Kementerian Ketenagakerjaan,ANALIS TENAGA KERJA,UMUM,0,1,http://kemnaker.go.id/cpns,BBPP Bekasi,D-IV ADMINISTRASI/D-IV EKONOMI/D-IV MANAJEMEN/D-IV PSIKOLOGI/S-1 ADMINISTRASI/S-1 EKONOMI/S-1 MANAJEMEN/S-1 PSIKOLOGI,7179
7179,Kementerian Ketenagakerjaan,ANALIS TENAGA KERJA,UMUM,0,1,http://kemnaker.go.id/cpns,Direktorat Jaminan Sosial Tenaga Kerja,S-1 ILMU SOSIAL/S-1 KOMPUTER,7180
7180,Kementerian Ketenagakerjaan,ANALIS TENAGA KERJA,UMUM,0,1,http://kemnaker.go.id/cpns,Direktorat Pengembangan Pasar Kerja,S-1 EKONOMI MANAJEMEN/S-1 EKONOMI PEMBANGUNAN/S-1 PSIKOLOGI,7181
7181,Kementerian Ketenagakerjaan,ANALIS TENAGA KERJA,UMUM,0,1,http://kemnaker.go.id/cpns,Direktorat Pengupahan,S-1 ILMU SOSIAL/S-1 KOMPUTER,7182
7182,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,2,http://kemnaker.go.id/cpns,BLK Padang,S-1 TEKNIK BANGUNAN/S-1 TEKNIK SIPIL,7183
7183,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,2,http://kemnaker.go.id/cpns,BLK Padang,S-1 TEKNIK MANUFAKTUR/S-1 TEKNIK MESIN,7184
7184,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,LULUSAN TERBAIK,0,2,http://kemnaker.go.id/cpns,BBPLK Serang,S-1 TEKNIK LAS/S-1 TEKNIK MESIN,7185
7185,Badan Nasional Penanggulangan Bencana,STATISTISI AHLI PERTAMA,UMUM,0,2,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Pusat Data Informasi dan Hubungan Masyarakat,S-1 ILMU KOMPUTER/S-1 MATEMATIKA/S-1 STATISTIK,7186
7186,Badan Nasional Penanggulangan Bencana,AUDITOR AHLI PERTAMA,UMUM,0,2,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Inspektorat I,S-1 AKUNTANSI/S-1 MANAJEMEN,7187
7187,Pemerintah Provinsi Bengkulu,DOKTER SPESIALIS SYARAF PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,RSKJ SOEPRAPTO BENGKULU,S-1 SPESIALIS I SARAF/NEUROLOGI,7188
7188,Pemerintah Provinsi Bengkulu,DOKTER SPESIALIS RADIOLOGI AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"RSUD DR. M. YUNUS BENGKULU
",S-1 SPESIALIS I RADIOLOGI,7189
7189,Pemerintah Provinsi Bengkulu,PENGELOLA SITUS/WEB,UMUM,0,2, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK PROVINSI BENGKULU
",D-III ILMU KOMPUTER/D-III MANAJEMEN INFORMATIKA/D-III TEKNIK INFORMATIKA,7190
7190,Kementerian Pendidikan dan Kebudayaan,PENGELOLA KEUANGAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Gorontalo,S-1 AKUNTANSI/S-1 EKONOMI/S-1 ILMU EKONOMI,7191
7191,Kementerian Pendidikan dan Kebudayaan,ANALIS MONITORING EVALUASI DAN PELAPORAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Kalimantan Selatan,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 PENDIDIKAN ANAK USIA DINI,7192
7192,Kementerian Pendidikan dan Kebudayaan,ANALIS MONITORING EVALUASI DAN PELAPORAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Nusa Tenggara Timur,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 PENDIDIKAN ANAK USIA DINI,7193
7193,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,2,http://kemnaker.go.id/cpns,BLK Ternate,S-1 PERIKANAN/S-1 PERTANIAN,7194
7194,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,2,http://kemnaker.go.id/cpns,BLK Ternate,S-1 TEKNIK MANUFAKTUR/S-1 TEKNIK MESIN,7195
7195,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,2,http://kemnaker.go.id/cpns,BLK Banda Aceh,S-1 TEKNIK ELEKTRO/S-1 TEKNIK LISTRIK,7196
7196,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,0,1,http://kemnaker.go.id/cpns,BLK Sorong,S-1 PENDIDIKAN BAHASA INGGRIS/S-1 PENDIDIKAN SASTRA INGGRIS,7197
7197,Kementerian Ketenagakerjaan,INSTRUKTUR AHLI PERTAMA,UMUM,0,1,http://kemnaker.go.id/cpns,BLK Kendari,S-1 PENDIDIKAN TEKNIK LISTRIK/S-1 TEKNIK LISTRIK,7198
7198,Kementerian Perdagangan,ANALIS KEPEGAWAIAN TERAMPIL,UMUM,0,3,https://drive.google.com/file/d/1Mb_MZmIt7INlBCH-rsPJslFnMLwI39cX/view?usp=sharing,Kementerian Perdagangan,D-III ADMINISTRASI PERKANTORAN/D-III ILMU KEPEGAWAIAN/D-III ILMU KESEKRETARIATAN/D-III MANAJEMEN ADMINISTRASI/D-III MANAJEMEN SUMBER DAYA MANUSIA,7199
7199,Badan Keamanan Laut RI,BOSUN,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KAPAL NEGARA 80 METER BATAM,SMK NAUTIKA/SMK TEKNOLOGI PENANGKAPAN IKAN,7200
7200,Badan Keamanan Laut RI,JURU MESIN,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KAPAL NEGARA 4805 AMBON,SMK PELAYARAN TEKNIKA/SUPM TEKNIKA PERIKANAN LAUT,7201
7201,Badan Keamanan Laut RI,JURU MESIN,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KAPAL NEGARA 80 METER BATAM,SMK TEKNIKA,7202
7202,Badan Keamanan Laut RI,JURU MUDI,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KAPAL NEGARA 80 METER AMBON,SMK NAUTIKA/SMK PELAYARAN/SMK TEKNOLOGI PENANGKAPAN IKAN,7203
7203,Badan Keamanan Laut RI,MARKONIS,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KAPAL NEGARA 80 METER MANADO,SLTA SEDERAJAT + SERTIFIKAT,7204
7204,Pemerintah Provinsi Bengkulu,ANALIS HUMAS DAN PROTOKOL,UMUM,0,4, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,"BIRO UMUM,HUMAS DAN PROTOKOL SEDA  PROVINSI BENGKULU",S-1 HUBUNGAN MASYARAKAT/S-1 ILMU KOMUNIKASI,7205
7205,Pemerintah Provinsi Bengkulu,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1, http://bkd.bengkuluprov.go.id/pengumuman-cpns-2018/,SMA N 11 KOTA BENGKULU,S-1 PENDIDIKAN AGAMA ISLAM,7206
7206,Kementerian Perdagangan,ANALIS KERJASAMA,LULUSAN TERBAIK,0,3,https://drive.google.com/file/d/1Mb_MZmIt7INlBCH-rsPJslFnMLwI39cX/view?usp=sharing,Kementerian Perdagangan,S-1 ADMINISTRASI/S-1 ADMINISTRASI MANAJEMEN/S-1 ADMINISTRASI NEGARA/S-1 EKONOMI/S-1 EKONOMI PEMBANGUNAN/S-1 EKONOMI PERTANIAN/S-1 HUBUNGAN INTERNASIONAL/S-1 ILMU EKONOMI DAN STUDI PEMBANGUNAN/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI/S-1 ILMU PEMERINTAHAN/S-1 KOMUNIKASI/S-1 MANAJEMEN/S-1 MANAJEMEN KEBIJAKAN PUBLIK,7207
7207,Kementerian Perdagangan,ANALIS PENGEMBANGAN JASA SERTIFIKASI,UMUM,0,4,https://drive.google.com/file/d/1Mb_MZmIt7INlBCH-rsPJslFnMLwI39cX/view?usp=sharing,Kementerian Perdagangan,S-1 TEKNIK ELEKTRO/S-1 TEKNIK INDUSTRI/S-1 TEKNIK KIMIA/S-1 TEKNIK MESIN,7208
7208,Kementerian Perdagangan,PENELITI AHLI PERTAMA,UMUM,0,5,https://drive.google.com/file/d/1Mb_MZmIt7INlBCH-rsPJslFnMLwI39cX/view?usp=sharing,Kementerian Perdagangan,S-1 EKONOMI/S-1 ILMU EKONOMI DAN STUDI PEMBANGUNAN/S-1 MANAJEMEN/S-1 MANAJEMEN KEBIJAKAN PUBLIK/S-1 TEKNOLOGI INDUSTRI PERTANIAN/S-1 TEKNOLOGI PERTANIAN,7209
7209,Sekretariat Jenderal MPR,ANALIS LAPORAN HASIL PELAPORAN,UMUM,0,1,https://tinyurl.com/yav2hq3z,Sekretariat Jenderal MPR RI,S-1 EKONOMI AKUNTANSI/S-1 EKONOMI MANAJEMEN,7210
7210,Sekretariat Jenderal MPR,PENGELOLA DATABASE,UMUM,0,1,https://tinyurl.com/yav2hq3z,Sekretariat Jenderal MPR RI,D-III MANAJEMEN INFORMATIKA/D-III TEKNIK INFORMATIKA,7211
7211,Badan Keamanan Laut RI,PENGENDALI JARINGAN KOMUNIKASI,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KANTOR KAMLA ZONA MARITIM TIMUR,S-1 ILMU KOMPUTER/S-1 SISTEM INFORMASI/S-1 TEKNIK INFORMATIKA/S-1 TELEKOMUNIKASI,7212
7212,Badan Keamanan Laut RI,PENGENDALI ALAT SATELIT,LULUSAN TERBAIK,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,KANTOR KAMLA ZONA MARITIM TENGAH,S-1 SISTEM INFORMASI/S-1 TEKNIK INFORMATIKA/S-1 TELEKOMUNIKASI,7213
7213,Badan Keamanan Laut RI,PENGENDALI ALAT SATELIT,UMUM,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,UPT SPKKL BANDA ACEH,S-1 SISTEM INFORMASI/S-1 TEKNIK INFORMATIKA/S-1 TELEKOMUNIKASI,7214
7214,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KERJASAMA LINTAS SEKTOR,UMUM,0,1,,BAGIAN KERJA SAMA BIRO MANAJEMEN KINERJA ORGANISASI DAN KERJASAMA SEKRETARIAT KEMENTERIAN PANRB,S-1 ADMINISTARI NEGERA/S-1 ADMINISTRASI PEMERINTAHAN UMUM/S-1 ADMINISTRASI PUBLIK/S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU ADMINISTRASI PUBLIK/S-1 ILMU KOMUNIKASI/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7215
7215,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,PENERJEMAH AHLI PERTAMA,UMUM,0,1,,BAGIAN PAMANTAUAN EVALUASI DAN PELAPORAN BIRO MANAJEMEN KINERJA ORGANISASI DAN KERJA SAMA SEKRETARIAT KEMENTERIAN PANRB,S-1 SASTRA PERANCIS,7216
7216,Kementerian Pendidikan dan Kebudayaan,ANALIS KERJASAMA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Pendidikan Dasar dan Menengah,S-1 HUBUNGAN INTERNASIONAL/S-1 HUBUNGAN MASYARAKAT/S-1 HUKUM/S-1 ILMU HUBUNGAN INTERNASIONAL/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI,7217
7217,Kementerian Pendidikan dan Kebudayaan,PENYUSUN PROGRAM PENINGKATAN KOMPETENSI PENDIDIK DAN TENAGA KEPENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Pusat Pengembangan dan Pemberdayaan Pendidik dan Tenaga Kependidikan Ilmu Pengetahuan Alam,S-1 PSIKOLOGI/S-1 TEKNOLOGI PENDIDIKAN,7218
7218,Kementerian Pendidikan dan Kebudayaan,PENGELOLA PENDIDIKAN DAN TENAGA KEPENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Pusat Pengembangan dan Pemberdayaan Pendidik dan Tenaga Kependidikan Seni dan Budaya,S-1 MANAJEMEN/S-1 PSIKOLOGI/S-1 SISTEM INFORMASI/S-1 STATISTIKA,7219
